19287	19390
19253	19322
19139	19171
19163	19188
19343	19448
19229	19325
19528	19574
19559	19590
19671	19708
19278	19751
19323	19470
19388	19747
19646	19702
19519	19532
19152	19318
19146	19329
19246	19380
19409	19505
19487	19530
19353	19517
19310	19519
19347	19507
19462	19528
19289	19391
19509	19671
19304	19392
19263	19643
19173	19513
19294	19647
19255	19375
19699	19725
19533	19721
19458	19483
19727	19761
19204	19282
19124	19358
19234	19690
19139	19263
19371	19611
19222	19754
19346	19627
19131	19267
19253	19603
19200	19713
19343	19473
19414	19427
19243	19593
19364	19419
19215	19531
19452	19457
19446	19531
19545	19650
19322	19533
19489	19582
19173	19453
19183	19340
19464	19576
19380	19413
19213	19279
19427	19582
19259	19697
19455	19576
19380	19752
19498	19575
19256	19318
19303	19656
19318	19700
19389	19442
19222	19286
19293	19710
19142	19146
19603	19620
19697	19713
19234	19253
19271	19654
19252	19518
19184	19688
19654	19673
19246	19500
19199	19343
19382	19388
19629	19689
19289	19511
19143	19636
19373	19671
19158	19351
19242	19591
19258	19485
19315	19492
19255	19671
19417	19611
19301	19381
19248	19727
19136	19561
19133	19695
19426	19547
19185	19364
19591	19650
19501	19520
19269	19455
19491	19754
19426	19454
19606	19689
19145	19550
19497	19697
19142	19606
19228	19303
19138	19173
19506	19521
19278	19446
19525	19747
19649	19682
19351	19582
19218	19237
19456	19565
19159	19362
19282	19568
19192	19470
19183	19460
19276	19370
19164	19532
19270	19589
19344	19463
19353	19371
19154	19298
19276	19533
19458	19754
19285	19689
19160	19170
19244	19531
19387	19496
19318	19324
19350	19612
19130	19334
19575	19736
19367	19447
19537	19684
19253	19407
19229	19442
19138	19625
19428	19727
19188	19508
19336	19349
19163	19498
19200	19536
19343	19750
19453	19608
19655	19697
19450	19466
19156	19397
19212	19319
19304	19664
19388	19417
19246	19267
19592	19641
19369	19552
19147	19210
19294	19407
19295	19686
19328	19380
19415	19676
19508	19713
19319	19464
19390	19670
19155	19375
19300	19536
19483	19761
19558	19636
19294	19498
19185	19500
19173	19630
19533	19646
19480	19510
19396	19711
19412	19505
19322	19379
19133	19452
19380	19583
19290	19453
19256	19525
19287	19575
19234	19553
19271	19346
19355	19559
19157	19519
19209	19569
19222	19617
19440	19533
19142	19333
19324	19448
19215	19323
19230	19328
19546	19713
19336	19532
19521	19761
19237	19672
19611	19635
19215	19676
19415	19712
19227	19682
19489	19595
19520	19575
19430	19558
19349	19460
19455	19693
19498	19706
19492	19572
19176	19408
19538	19702
19308	19629
19460	19506
19184	19555
19200	19416
19513	19635
19597	19611
19389	19756
19193	19611
19488	19627
19539	19616
19364	19714
19162	19302
19252	19428
19416	19594
19379	19518
19143	19497
19230	19515
19159	19699
19146	19491
19158	19234
19351	19408
19469	19597
19226	19351
19329	19502
19573	19677
19149	19173
19475	19672
19180	19506
19211	19290
19548	19649
19248	19642
19155	19520
19133	19556
19149	19466
19201	19476
19167	19393
19584	19599
19491	19543
19260	19561
19187	19736
19142	19469
19267	19332
19506	19700
19525	19624
19188	19451
19388	19589
19556	19754
19152	19472
19311	19543
19159	19255
19227	19306
19137	19432
19311	19432
19237	19445
19353	19675
19186	19423
19254	19521
19328	19651
19397	19682
19509	19565
19304	19322
19566	19574
19391	19580
19285	19417
19279	19382
19205	19263
19229	19682
19207	19658
19130	19213
19204	19700
19167	19582
19203	19419
19198	19341
19124	19248
19163	19418
19139	19417
19413	19610
19278	19513
19403	19584
19253	19497
19200	19627
19343	19627
19216	19254
19453	19501
19378	19602
19172	19647
19298	19438
19521	19522
19147	19591
19422	19675
19254	19341
19415	19537
19212	19725
19431	19611
19508	19604
19393	19483
19561	19625
19173	19283
19155	19256
19347	19426
19257	19296
19296	19402
19174	19247
19213	19381
19427	19672
19408	19600
19312	19492
19309	19492
19498	19757
19287	19592
19256	19408
19377	19636
19166	19454
19132	19642
19234	19355
19142	19312
19215	19404
19157	19161
19252	19664
19389	19709
19629	19727
19364	19697
19333	19414
19153	19162
19149	19414
19217	19525
19325	19388
19381	19450
19417	19505
19306	19335
19542	19727
19191	19415
19275	19328
19259	19719
19455	19734
19251	19638
19124	19624
19308	19389
19305	19525
19492	19711
19260	19384
19392	19548
19135	19260
19538	19565
19219	19273
19132	19198
19383	19530
19184	19230
19252	19732
19506	19751
19293	19373
19382	19590
19481	19727
19258	19344
19162	19437
19252	19311
19379	19595
19267	19502
19211	19498
19282	19734
19463	19532
19329	19643
19270	19491
19211	19415
19344	19617
19391	19757
19248	19509
19174	19639
19276	19639
19186	19509
19591	19752
19149	19647
19130	19513
19167	19274
19454	19579
19553	19682
19269	19689
19510	19608
19160	19388
19167	19759
19129	19591
19287	19349
19343	19431
19302	19318
19671	19675
19528	19547
19188	19278
19388	19736
19646	19675
19152	19339
19311	19672
19487	19537
19353	19488
19590	19714
19147	19444
19310	19488
19295	19480
19442	19452
19509	19698
19304	19429
19391	19681
19285	19310
19263	19590
19427	19436
19329	19404
19699	19760
19381	19671
19511	19592
19458	19508
19375	19457
19405	19421
19148	19389
19238	19259
19204	19327
19124	19387
19144	19545
19163	19287
19228	19505
19371	19646
19486	19509
19580	19760
19172	19343
19221	19368
19253	19646
19163	19760
19343	19516
19247	19368
19518	19757
19589	19625
19215	19574
19218	19638
19128	19528
19452	19710
19393	19600
19322	19510
19561	19734
19489	19537
19173	19416
19520	19601
19585	19658
19380	19442
19306	19638
19408	19467
19402	19537
19166	19470
19399	19483
19377	19489
19673	19706
19389	19437
19132	19405
19555	19706
19234	19246
19142	19183
19162	19673
19252	19547
19273	19308
19156	19607
19282	19426
19192	19356
19539	19578
19364	19556
19199	19727
19258	19462
19663	19697
19143	19252
19625	19661
19417	19646
19301	19344
19600	19657
19226	19584
19136	19470
19133	19658
19185	19391
19591	19673
19501	19547
19241	19453
19491	19761
19392	19671
19423	19713
19606	19650
19142	19627
19358	19671
19506	19546
19388	19567
19292	19611
19218	19262
19128	19392
19531	19673
19159	19353
19183	19683
19329	19760
19164	19561
19326	19522
19307	19478
19344	19484
19180	19736
19301	19540
19319	19427
19353	19406
19335	19498
19154	19327
19276	19498
19259	19292
19572	19697
19454	19686
19401	19450
19510	19735
19154	19682
19207	19564
19130	19427
19167	19600
19129	19468
19438	19462
19413	19568
19559	19734
19336	19450
19172	19198
19152	19206
19163	19649
19200	19573
19478	19736
19453	19699
19655	19724
19212	19276
19369	19467
19384	19501
19294	19408
19328	19369
19263	19467
19255	19423
19165	19293
19185	19463
19533	19609
19381	19548
19285	19720
19213	19483
19337	19754
19338	19353
19527	19559
19133	19415
19287	19538
19234	19546
19271	19369
19340	19682
19228	19588
19247	19608
19209	19540
19467	19496
19440	19490
19142	19358
19324	19413
19215	19302
19157	19391
19378	19388
19230	19365
19122	19218
19153	19611
19237	19491
19452	19569
19164	19217
19212	19515
19283	19293
19520	19564
19464	19656
19436	19697
19430	19579
19306	19517
19411	19585
19616	19671
19265	19455
19365	19428
19127	19141
19455	19656
19309	19726
19161	19282
19251	19408
19492	19537
19176	19445
19413	19432
19249	19327
19445	19710
19408	19425
19423	19510
19150	19701
19293	19566
19308	19530
19184	19576
19200	19453
19162	19756
19141	19230
19389	19719
19488	19584
19282	19289
19171	19510
19351	19754
19539	19591
19258	19318
19416	19631
19379	19493
19531	19734
19159	19694
19351	19407
19243	19278
19384	19392
19248	19615
19174	19485
19136	19609
19687	19756
19426	19659
19185	19252
19501	19664
19167	19436
19344	19382
19516	19636
19399	19408
19491	19642
19260	19526
19466	19592
19287	19327
19142	19494
19228	19351
19267	19371
19525	19635
19193	19258
19388	19682
19404	19460
19152	19509
19311	19506
19267	19716
19159	19218
19282	19456
19469	19756
19227	19329
19311	19415
19171	19311
19279	19576
19183	19572
19254	19578
19328	19704
19586	19732
19397	19469
19158	19566
19391	19547
19285	19396
19155	19171
