19123	4347
19123	4341
19123	4340
19123	4343
19123	4342
19123	2821
19123	4696
19123	13109
19123	1650
19123	1651
19123	1652
19123	9
19123	4349
19123	1665
19123	1663
19123	1664
19123	11664
19123	4348
19123	1662
19123	17593
19123	10127
19123	1658
19123	1661
19123	1660
19123	14630
19123	6221
19123	16612
19123	5924
19123	10396
19123	1653
19123	1696
19123	11646
19123	1648
19123	1659
19123	1656
19123	1657
19123	1654
19123	1655
19123	15321
19123	4339
19123	13109
19123	1649
19123	9
19123	16612
19123	6221
19123	14630
19123	1660
19123	1661
19123	1658
19123	1659
19123	1656
19123	1657
19123	1655
19123	5924
19123	15321
19123	17593
19123	1662
19123	4348
19123	4347
19123	4341
19123	4340
19123	4343
19123	4342
19123	2821
19123	4696
19123	10127
19123	1696
19123	10396
19123	11664
19123	1653
19123	4339
19123	1664
19123	1663
19123	4349
19123	1665
19123	1651
19123	1650
19123	1649
19123	1648
19123	11646
19123	1652
19127	11347
19127	11347
19130	13239
19130	10042
19130	10044
19130	11068
19130	2882
19130	17146
19130	3284
19130	12629
19130	3288
19130	3289
19130	5948
19130	16323
19130	10568
19130	10908
19130	15075
19130	6170
19130	6167
19130	2586
19130	11407
19130	3585
19130	12977
19130	16270
19130	15042
19130	1504
19130	11189
19130	12363
19130	1496
19130	15486
19130	173
19130	2994
19130	1493
19130	3529
19130	2997
19130	2992
19130	2993
19130	11457
19130	2474
19130	13935
19130	9071
19130	5194
19130	16235
19130	13012
19130	1770
19130	18693
19130	6710
19130	1492
19130	1763
19130	1769
19130	9656
19130	1767
19130	4096
19130	4095
19130	13286
19130	14471
19130	14470
19130	8421
19130	2932
19130	2421
19130	2422
19130	3140
19130	3141
19130	3138
19130	12708
19130	4146
19130	9186
19130	13619
19130	14094
19130	6971
19130	17581
19130	16351
19130	11784
19130	4728
19130	4730
19130	9862
19130	3349
19130	811
19130	810
19130	5567
19130	205
19130	7765
19130	1068
19130	806
19130	3618
19130	12812
19130	1069
19130	15423
19130	1998
19130	8321
19130	41
19130	1072
19130	1070
19130	3445
19130	2006
19130	7405
19130	1974
19130	1067
19130	3617
19130	15625
19130	3616
19130	45
19130	12938
19130	3444
19130	3450
19130	6378
19130	14067
19130	6968
19130	6969
19130	6970
19130	12778
19130	7070
19130	6017
19130	12784
19130	12225
19130	14093
19130	5617
19130	1329
19130	1328
19130	5725
19130	548
19130	549
19130	1196
19130	1197
19130	6749
19130	23
19130	12374
19130	12373
19130	1952
19130	3590
19130	3593
19130	9658
19130	13226
19130	1262
19130	14404
19130	5722
19130	15399
19130	2475
19130	2470
19130	2471
19130	1046
19130	19039
19130	1041
19130	13702
19130	1043
19130	16182
19130	16183
19130	13413
19130	4591
19130	14175
19130	3886
19130	3885
19130	12999
19130	9449
19130	3893
19130	8549
19130	18683
19130	15012
19130	3961
19130	8344
19130	10162
19130	18029
19130	10400
19130	13387
19130	10399
19130	11647
19130	3725
19130	17057
19130	17629
19130	978
19130	980
19130	3328
19130	11265
19130	498
19130	8952
19130	499
19130	11948
19130	925
19130	924
19130	1458
19130	11951
19130	8234
19130	8105
19130	917
19130	18877
19130	922
19130	14715
19130	3648
19130	19018
19130	9502
19130	7432
19130	10397
19130	9435
19130	4430
19130	17487
19130	10579
19130	6218
19130	15873
19130	14042
19130	4904
19130	16379
19130	19086
19130	14929
19130	9555
19130	3446
19130	15323
19130	10812
19130	279
19130	278
19130	277
19130	276
19130	275
19130	273
19130	6183
19130	11715
19130	4732
19130	10643
19130	15305
19130	7288
19130	196
19130	197
19130	15344
19130	4425
19130	4424
19130	4427
19130	4426
19130	18268
19130	13061
19130	10264
19130	8783
19130	18265
19130	6477
19130	2504
19130	251
19130	249
19130	6472
19130	9231
19130	18123
19130	13924
19130	4036
19130	14722
19130	15702
19130	194
19130	9587
19130	6661
19130	2638
19130	2472
19130	9006
19130	7394
19130	11031
19130	15270
19130	6619
19130	15707
19130	6008
19130	7124
19130	6615
19130	6614
19130	7122
19130	695
19130	9584
19130	81
19130	11442
19130	14704
19130	4823
19130	11440
19130	5051
19130	14703
19130	717
19130	13958
19130	14865
19130	11385
19130	12729
19130	15049
19130	8827
19130	1525
19130	1526
19130	8724
19130	3884
19130	3883
19130	3880
19130	3879
19130	3881
